Sentence ID,HIT ID,Formality,Informativeness,Implicature,Length in Words,Length in Characters,F-score,I-score,Lexical Density,Adjective Density,Spellcheck Percentage,Syllable Ratio,Latinate vs Germanic,ADF Score,FK Grade Level,Reading Time,WF Score,FK Reading Ease,FOG Scale,SMOG Index,ARI,CL Index,LW Formula,DC Score,Readability Consensus,Spache Formula,Cluster,Topic,Sentence
6103,38DCH97KHG170LL7DOVUACZVOLCQJO,3,5.8,4,9,59,83.33333333,8.888888889,66.66666667,0,0,1.444444444,0,0,4.4,0.75,5.2009,79.26,3.6,0,9.8,11.86,4.5,11.1,4,4.974666667,0,0,They have a band playing that weekend(Delia) from Syracuse.
6104,3DA79LNS58U97NBAR7X2ZATTCVPT3T,2.8,3.8,3.4,11,53,68.18181818,5.272727273,54.54545455,9.090909091,0,1.272727273,0,9.090909091,4,0.63,4.9165,85.69,8.04,0,2.5,3.69,5.5,7.05,4,3.171818182,0,5,They have a great parade and lots for families to do.
6105,3MIVREZQVGX2B5RPV9V6BRZ83ACQKN,6.2,5.6,2.8,28,185,62.5,4.964285714,64.28571429,7.142857143,3.571428571,1.714285714,7.142857143,7.142857143,15.4,2.32,6.4929,34.6,16.91,0,19.1,14.92,19,10.1,15,7.244142857,3,0,"""They have already begun learning English and look forward to becoming productive members of the Palau community, as the United States continues its diplomatic efforts on their behalf."""
6106,3XUSYT70IS0696GGMUF4S8D06XHD0Z,4.6,4.4,4.4,16,92,40.625,3.9375,56.25,12.5,0,1.375,36.36363636,12.5,7.2,1.13,5.8425,72.16,8.9,0,9.2,7.83,9,8.38,9,4.7075,0,3,"They have been described as ""brutal"" by one source, and ""very delicate"" by another, he said."
6107,33EEIIWHK66GRGL1UD9DD0APJ8JVQE,3.8,4,4.2,12,76,41.66666667,5.916666667,58.33333333,8.333333333,0,1.333333333,0,8.333333333,4.4,0.95,6.3401,84.68,4.8,0,10.1,12.28,5,8.18,5,3.247666667,0,3,"They have pronounced guilty without ever going through the book, he charged."
6108,3R15W654VCSDVB97G977QRCNSAHQLQ,4.4,4.2,2.8,18,87,50,8.722222222,66.66666667,5.555555556,5.555555556,1.222222222,0,5.555555556,5.6,1.03,5.9566,87.05,9.42,0,5.9,4.64,9,6.28,6,3.854777778,0,8,They have relocated up the street to a bigger place tis year and did not get there yet.
6109,3SZYX62S5FZPN417SNIU9BZV1UP57J,3.8,5,4.6,31,172,70.96774194,4.419354839,45.16129032,3.125,0,1.193548387,12.5,3.125,10.7,2.09,6.5396,73.85,13.69,0,15.6,9.12,16.5,7.72,11,5.76483871,3,5,"They hugged each other, and some sat against the school fence or on the grass with their heads down, pondering the loss of a friend they described as polite and well-liked."
6110,37SDSEDIN81UZ057158OKLI90YR18L,4.6,6,4.2,17,110,47.05882353,6.529411765,70.58823529,5.882352941,5.882352941,1.352941176,0,5.882352941,7.6,1.38,6.479,71.14,9.15,0,13.1,13.11,8.5,10.98,9,5.259529412,3,5,"They installed the nuts, checked the alignment, then removed them again to make further adjustments, Ney said."
6111,3UL5XDRDNBITNI6Q2SA0NBVQCEV586,3.2,4.2,4,9,56,55.55555556,11.77777778,66.66666667,9.090909091,22.22222222,1.444444444,0,9.090909091,4.4,0.71,5.789,79.26,3.6,0,8.2,9.94,4.5,11.1,4,4.974666667,0,7,They key was going to get the debian mol-drivers-macosx.
6112,3WGCNLZJKE76GV1YIDJ46DWABPND12,3.4,2.6,3.2,6,23,33.33333333,5.833333333,50,0,0,1,0,0,-1.5,0.26,5.1959,116.15,2.4,0,-4.4,-4.43,2,0.3,0,1.685,0,3,They know I know a lot.
6113,3TZDZ3Y0JR5UD5OH6XE2KHDKK4919A,2.8,4.2,5.2,12,72,62.5,3.416666667,75,0,0,1.5,8.333333333,0,6.8,0.9,5.3666,67.76,8.13,0,8.5,10.37,6,9.5,9,4.681,3,6,They'll also look at the math of pending health care reform legislation.
6114,3I01FDIL6L7D5GJU1HJIBW6F3V1D2J,4,5,5,18,107,72.22222222,5.166666667,72.22222222,11.11111111,5.555555556,1.277777778,44.44444444,11.11111111,6.8,1.32,6.1778,78.59,9.42,0,11.1,10.79,11,9.79,11,4.332555556,3,9,"They may drive several large trucks over the bridge to test the vibrations, agency spokesman Bart Ney said."
6115,3GL25Y6842THAQS42Z3EKCN5PITXMV,6,5,4,27,162,72.22222222,3.111111111,48.14814815,3.703703704,0,1.518518519,6.666666667,3.703703704,12.6,2,6.4187,52.53,10.8,0,15.8,12.02,14.5,12.58,13,7.512666667,0,0,They mined data from the United Network for Organ Sharing and studied 6850 patients with a history of lupus who received kidney transplants between 1987 and 2006.
6116,3VMHWJRYHUFB4G0NGCZ1PM3WSHIFX7,4.8,5.2,4,35,197,57.14285714,4.771428571,62.85714286,8.571428571,0,1.542857143,25.92592593,8.571428571,15.8,2.39,5.4206,44.41,20.86,0,18,9.64,23.5,11.24,16,8.476857143,0,0,"They must begin to create a product that is not simply a static digital file that can be easily copied and distributed, but rather view media as a dynamic ""application"" with extensions via the web."
6117,3N3WJQXELRPW3S7MEYH6U9EKC432LO,4.2,4,5.4,19,130,71.05263158,4,63.15789474,10.52631579,0,1.578947368,62.5,10.52631579,10.7,1.65,5.541,52.19,11.81,0,15.8,16.01,12.5,8.73,16,5.781157895,0,3,"They need a politician who will vote against taxes, vote against bigger government programs, and vote against invasive regulation."
6118,3DGDV62G7N8MUDMK6QADBQN4HE42PM,3.6,4.4,4.6,27,144,62.96296296,4.259259259,62.96296296,7.407407407,3.703703704,1.111111111,9.523809524,7.407407407,7.9,1.73,7.0787,86.37,10.8,0,12.7,7.09,13.5,8.48,8,5.601555556,0,2,"""They need to ask questions and in the Madoff case, there were not just red flags for the SEC, there were red flags for investors,"" Atkins said."
6119,388FBO7JZQSCSD3EJW4GG5JEWEYNYS,2.6,4.6,3.2,6,33,50,3.5,66.66666667,0,0,1.5,33.33333333,0,4.5,0.41,5.8584,73.85,2.4,0,3.6,5.27,3,0.3,5,1.685,0,0,They only remember the fun stuff.
6120,3TUOHPJXYGWDF2MI6191TAPWNK7XWM,3.8,3.2,4.4,28,158,85.71428571,6.214285714,50,14.28571429,0,1.392857143,9.090909091,14.28571429,11.8,1.92,6.645,59.98,12.63,0,14.6,9.75,16,9.54,10,6.015571429,3,0,"The younger boy takes the sturdy little boat by himself and rows alongside a friend, like a kid trying out a new bike in the neighborhood without supervision."
6121,3JMNNNO3B03CEMJLICO83KV0AB7W2B,4.6,5,3,46,268,54.34782609,5.782608696,58.69565217,6.666666667,2.222222222,1.488888889,6.896551724,6.666666667,19.7,3.28,7.1452,34.26,22.44,0,24.4,11.45,28,10.78,11,8.521777778,3,2,"""The younger ones - they mostly just watched, and they are the ones talking and giving up names,"" said one source familiar with the investigation who asked not to be named, because the Police Department has ordered its investigators to keep a tight lid on information."
6122,38XPGNCKHSZ92BY3WG20AX9KNG0V4V,4.8,5.6,3.4,20,136,72.5,4.6,75,9.090909091,5,1.55,0,9.090909091,11.1,1.72,6.2957,51.18,12,0,16.1,14.62,12,13.31,12,6.239,0,9,"The young men, 18 and 20, who were struck suffered non-life-threatening injuries, said Long Beach Police spokeswoman Sgt. Dina Zapalski."
6123,3APP19WN70D4Z1CMQ9WT7UQOWSJG6D,3.8,4.8,4.2,34,202,70.58823529,8.617647059,67.64705882,11.76470588,0,1.411764706,20,11.76470588,14.2,2.48,6.595,53.89,17.13,0,19,11.62,21,10.43,10,7.909470588,3,0,"They pass rice farmers tending riverside plots, fishermen dragging homemade nets; they hear the roar of heavy machinery as big companies from the city move in to clear the jungle and set up plantations."
6124,3HRWUH63QT1EQPTU8UZJ58LL19U5NU,4.6,4,4.6,20,104,55,3.35,50,9.090909091,0,1.25,9.090909091,9.090909091,7.6,1.25,6.5152,76.56,12,0,8.6,6.21,12,7,7,4.949,4,3,"They're about to do the same to the rest of us, threatening us with penalties if we don't buy insurance."
6125,3V0TR1NRV91PANV5LLB4EAV72614A5,1.8,2.8,5.6,4,23,-12.5,1,100,0,0,1.5,50,0,3.7,0.29,5.1616,75.88,1.6,0,4.1,2.9,2,0.2,2,1.403,0,3,They really don't care.
6126,368IUKXGA47ACE5LTSMG134GXJ76P8,3.2,4,5.2,18,115,44.44444444,4.111111111,66.66666667,0,0,1.611111111,23.07692308,0,10.3,1.44,6.4286,53.21,11.64,0,13.2,12.06,13,8.92,13,5.288111111,0,5,"""They're effectively in control and there's not really a bankruptcy judge that has to approve everything,"" he said."
6127,3K1H3NEY7KY3KAR10W47D00GDE6GD5,2.8,4.2,4.8,19,125,81.57894737,3.421052632,73.68421053,19.04761905,0,1.631578947,7.692307692,19.04761905,10.7,1.57,5.9846,52.19,11.81,0,14.6,14.16,12.5,10.4,11,5.781157895,0,5,"They're equatorial Huckleberry Finns, two wild-hearted boys guiding an old wooden fishing boat along a wide and mighty river."
6128,3W1K7D6QSAGAWUOMCS1Q3HSMLJPBZJ,2.4,4,5.6,5,32,50,10,80,16.66666667,0,1.2,25,16.66666667,0.5,0.41,5.4698,100.24,2,0,7.4,8.44,1.5,0.25,2,1.544,0,9,They're even open for breakfast.
6129,3I4E7AFQ2JYKS1DZUSPPFHAI8SBTJ5,2,2.8,4.4,6,34,25,6,66.66666667,0,16.66666667,1.333333333,16.66666667,0,2.1,0.43,5.4609,90.77,2.4,0,4.3,2.37,2,6.57,2,3.118333333,0,7,"""They're going to Baxdo,"" he said."
6130,385MDVINFBECKIHTPXU021HHCMTWJY,2.4,3.4,4.4,18,98,27.77777778,10.27777778,77.77777778,10,0,1.333333333,30.76923077,10,2.1,1.19,6.5471,90.77,6.84,7.8,2.8,3.01,2.666666667,7.44,3,3.118333333,1,3,"""They're just so beneficial right now. It's a luxury right now. It takes so much pressure off us."""
6131,3U74KRR67LKGBR4K9QHH8ORZHCGTN9,1.4,3.8,5,14,64,60.71428571,7.857142857,57.14285714,0,7.142857143,1.071428571,23.07692308,0,2.9,0.75,5.1821,99.57,5.6,0,2.7,1.62,6,5.46,6,2.813,1,9,They're making it kind of a pain in the ass again (to see Trip).
6132,3S8APUMBJWI4RDXMBG7J0PC49EUBFU,3.4,4.8,3.2,27,172,55.55555556,3.222222222,62.96296296,3.448275862,0,1.555555556,20,3.448275862,13.8,2.14,6.7332,44.07,16.73,0,17.6,12.42,17.5,12.58,18,7.831185185,0,5,"They're not buying an album, raving about it, and losing interest after a few months, they're constantly spreading my name to their Twitter followers, coworkers, pets, etc."
6133,3WKGUBL7SYL666M9IC0UNOBIWI04LN,3.4,5.4,4.4,23,122,69.56521739,5.652173913,56.52173913,12,8.695652174,1.217391304,10,12,7.5,1.47,6.0578,81.97,10.94,0,10.6,6.74,12.5,7.52,8,4.829826087,3,4,"They're right across the street from each other, and the Crowne is a verrry close 2nd in quality (it's barely a year old)."
6134,37AQKJ12TWNE64946M3THNXR6U2TTA,1.8,2.4,6,3,21,-16.66666667,0,100,0,0,1.333333333,50,0,0.9,0.28,5.2836,93.81,1.2,0,9.9,5.35,0.5,9.05,1,4.128666667,0,0,"They're selling, too."
6135,3Z33IC0JCZLAZH4FDBYRR5K098G9V7,4.6,5.4,5.4,20,102,47.5,9.55,55,5,0,1.25,16.66666667,5,7.6,1.22,5.4992,76.56,8,0,8.1,6.21,9,7.79,8,4.089,0,2,"They say they have dipped into savings, cashed in IRAs and taken out a second mortgage just to get by."
6136,3KA7IJSNW54GIQMGPJ3OCJQ8BKHPBB,5.8,5.8,4.6,12,84,75,4.5,66.66666667,7.692307692,0,1.916666667,40,7.692307692,11.5,1.07,5.6359,33.92,11.47,0,13.2,16.17,9,9.5,12,5.397666667,3,1,They still allow the annual state-sponsored holiday tree inside the Capitol rotunda.
6137,3I6NF2WGIFV8GXC8LQMOFOCO0X95GN,4.6,4.8,3,46,229,58.69565217,5.5,52.17391304,6.52173913,0,1.282608696,4.761904762,6.52173913,17.7,2.7,7.4374,50.17,20.14,0,20.4,6.29,25,7.63,18,8.072826087,1,8,"They still use it as their main computer, and have had no need to buy anything newer, even though my mother is a school teacher and uses it often, and my sister is in the middle of high school and uses it for all her assignments."
6138,3UDTAB6HH5YU6G3ZAEA26CUAFC3096,5.4,6,2.8,22,130,52.27272727,3.181818182,54.54545455,4.545454545,9.090909091,1.454545455,0,4.545454545,10.7,1.6,6.4907,57.61,12.44,0,12.9,9.86,14,10.47,10,5.895545455,3,1,"""They surrounded us from every side,"" said Ajay Bhushari, 31, who survived the ambush and is now the commanding officer in Laheri."
6139,39KV3A5D176QT6ZI4JV22M9NFEY7SO,4.4,5,3.6,25,155,82,6.52,72,7.692307692,0,1.44,6.25,7.692307692,10.7,1.92,6.6315,63.02,13.2,0,15.8,11.78,14.5,11.19,11,6.084,3,0,"They take no chances at the annual Marine Corps Marathon, held last Sunday in Washington, D.C., where thousands of spotters watch every runner, every step."
6140,34XASH8KLPLC1HQDG8TXQZ12NJLPM0,5,5.8,3.2,34,189,58.82352941,4.823529412,64.70588235,5.405405405,2.941176471,1.205882353,4.545454545,5.405405405,11.8,2.29,6.7773,70.81,13.6,0,17.2,8.54,18,9.5,18,6.391823529,3,5,"""They tell us it's because the water table is sinking so fast,"" said Muhammad Hamoud Amer, a worn-looking farmer who has lost two-thirds of his peach trees to drought in the past two years."
6141,3MJ28H2Y1D7W8AT699ZWKXLQRJ05OA,4.2,5.2,4.8,24,152,64.58333333,5.083333333,75,12.5,4.166666667,1.666666667,16.66666667,12.5,13.8,1.9,6.0116,38.66,17.93,0,15.9,13,17,11.41,14,6.731333333,0,1,"""They thought the likelihood of Madoff being a big criminal was probably not something that was realistic,"" said Paul Atkins, a former SEC Commissioner."
6142,3SSN80MU8BNMK2S1HNQY5ZV10D0KXF,3.6,4,4,21,110,57.14285714,6.714285714,57.14285714,9.523809524,0,1.238095238,6.25,9.523809524,6.8,1.32,6.8181,84,8.4,0,9.3,7.31,10.5,6.93,7,4.619047619,3,0,They try to stay near shore but often have to venture out into the open river where the currents are stronger.
6143,3IJ95K7NDWBC6MIEPQIA95CARI9NGV,2.4,3.6,4,8,43,12.5,3.375,50,0,0,1.25,12.5,0,2.9,0.53,5.5896,88.74,8.2,0,3.8,2.86,4,6.01,3,3.042,0,1,"""They understood, just like I do,"" he said."
6144,379OL9DBSRDR3BZKIMLBY4OURPIY95,5.4,6,4.4,33,203,66.66666667,3.909090909,63.63636364,5.714285714,0,1.666666667,26.31578947,5.714285714,17.3,2.51,6.5974,29.52,19.26,0,19.5,11.62,22.5,11.97,12,8.098060606,4,1,"""They wanted the Latin Americans to resolve it, and there was a deliberate sense that we wanted to be multilateral players,"" said Peter Hakim, president of the Inter-American Dialogue, a U.S. think tank."
6145,37Y5RYYI0O4K8L59MWZ0WLMBH7CXS8,5.2,6.2,5,110,595,59.09090909,5.672727273,54.54545455,6.666666667,6.730769231,1.336538462,12.12121212,6.666666667,7.9,7.14,9.9885,75.74,10.63,9.9,11,8.7,14.25,8.31,11,5.012184615,3,4,"""They were burying the dead - which consisted of collecting heads and arms and legs and putting them into the nearest bomb crater and shoveling debris over it. The smell was terrible. The Filipino yard workers didn't have much stomach for the job, but it had to be done and done quick because of disease. To make them work, they filled the Filipinos up with grain alcohol. . . those staggering Filipinos, maybe dragging a trunk toward a crater, pulling it by its one remaining leg, or else maybe rolling a head along like on a putting green. The Japs must have killed at least a thousand. . . ."""
6146,3K3IX1W4S5QBZGHOJ53SH862T2XAP2,4,5.4,2.6,21,128,71.42857143,4.333333333,71.42857143,4.347826087,0,1.333333333,16.66666667,4.347826087,3.8,1.59,6.5233,86.2,8.01,0,8,9.95,5.25,13.18,8,3.957595238,0,5,They were conducting routine training about 15 miles off San Clemente Island when they collided with the U.S. Coast Guard C-130.
6147,31JUPBOORM37P79BUFQ740RNY4WL8B,4.6,3.4,3.4,18,106,38.88888889,5.944444444,55.55555556,5.555555556,5.555555556,1.5,15.38461538,5.555555556,9.1,1.31,6.5581,61.67,16.09,0,10.8,10.79,13,8.92,9,5.765888889,1,7,They were detained for questioning and it was not clear if they were suspected of collusion or negligence.
6148,34D9ZRXCYQT8C8XGBM7MCDBDGM4ASI,1.8,4.2,4.2,4,25,25,3.25,75,0,25,1.25,0,0,1.3,0.32,5.2886,92.8,1.6,0,6.5,5.8,1,11.73,1,3.553,0,0,They were gettin' scared.
6149,3HA5ODM5K9RS4W0EMHYI80PQ1W5VS4,4.8,4.6,4.6,19,125,81.57894737,1.578947368,84.21052632,0,31.57894737,1.684210526,50,0,11.9,1.57,5.1458,43.73,11.81,0,14.6,13.87,11.5,16.21,12,8.044315789,0,0,"They were identified as Ahmad Tourson, Abdul Ghappar Abdul Rahman, Edham Mamet, Anwar Hassan, Dawut Abdurehim and Adel Noori."
6150,31GECDVA9IL228NGEWN7V3DZ2EH662,4,4.2,5.4,8,48,37.5,5.875,75,12.5,0,1.125,25,12.5,-1.1,0.6,5.9753,109.72,1.6,0,4.7,3.65,1,5.81,0,1.403,0,5,"""They were just stronger. They had more people."""
6151,37VUR2VJ69OWB3VKIHOTM7ESQPDC13,5,4.2,4.6,8,50,12.5,2.25,62.5,0,0,1.375,0,0,4.1,0.63,5.4284,80.28,3.2,0,7.9,7.9,3,7.98,8,4.117,1,1,"""They were mostly strangled, it appears,"" he said."
6152,3VDI8GSXAESR3FVAJOTRR8MF2NA8GS,5,5.4,4,12,59,62.5,7.083333333,50,8.333333333,0,1.25,10,8.333333333,4.4,0.71,5.8547,84.68,8.13,0,3.4,4.05,6,5.55,6,3.247666667,0,9,"They were quite popular for a while, but fell out of favor."
6153,30U1YOGZG9V6AF0SVWYO2EJJ1P1DSN,5,5.4,3.2,34,198,63.23529412,5.529411765,64.70588235,2.941176471,2.941176471,1.441176471,0,2.941176471,7.6,2.42,6.5241,71.14,9.15,0,9.9,9.39,9,9.12,9,5.006588235,3,5,"""They were searching for a possible person in the water who was reported to have gotten in a dinghy and attempted to row to Catalina [Island],"" Coast Guard Capt. Thomas Farris told reporters Friday."
6154,3K8CQCU3KD08388E4VMSV8YYL6ZNWU,4.4,5.4,3.4,25,143,60,9.28,60,0,0,1.36,11.76470588,0,10.7,1.75,6.1019,63.02,11.6,0,13.5,9.7,13.5,10.56,11,6.084,3,8,"They will be set up by breaking up Royal Bank of Scotland, Lloyds and Northern Rock, the banks it partially or wholly controls after bail-outs."
6155,3ZQX1VYFTC4FVSC8776ZWHVHT918OF,4.8,4.4,2.6,17,99,61.76470588,4.176470588,64.70588235,11.76470588,0,1.588235294,0,11.76470588,9.9,1.22,5.9029,54.22,13.86,0,10.1,10.38,11.5,9.12,10,5.765411765,0,5,They will be sold to new entrants to the banking market and not to existing financial institutions.
6156,3WGCNLZJKE76GV1YIDJ46DWABPP1DS,2.6,2.6,4,10,53,25,7,70,20,20,1.2,27.27272727,20,2.5,0.65,5.3367,95.17,8,0,4.3,5.6,5,7.29,5,3.109,0,7,"things are still bad, but i guess they are improving!"
6157,37NXA7GVSS550J5O281HWEBV92XLVG,4.4,5.4,3.4,33,194,62.12121212,4.181818182,69.6969697,11.42857143,3.03030303,1.454545455,17.39130435,11.42857143,15,2.38,7.3506,46.44,15.62,0,18.2,10.05,20.5,10.54,11,7.316242424,4,3,"""Things will be different (on Rove) and, with the numbers attached to the recent Hey Hey outing, it's possible to see a more encompassing variety-type format when we come back,"" the source said."
6158,3EHVO81VN4KNSB60492UXYB83HI1H1,3,3,4.2,7,41,57.14285714,8.857142857,57.14285714,14.28571429,0,1.428571429,0,14.28571429,3.7,0.51,5.3481,81.29,2.8,0,5.6,8.24,2.5,10.75,3,4.283142857,0,7,Thinking of dressing up your little ones?
6159,3JHB4BPSFJ8IU98YRC4HLILSSG29QE,1.8,2.4,4.2,6,35,66.66666667,5.166666667,66.66666667,0,0,1.666666667,0,0,6.8,0.44,4.6563,56.93,2.4,0,5.1,7.18,3,9.2,7,4.551666667,0,0,Thinking of staying at Holiday Inn.
6160,3RHLQY6EDS3N8UYH5V264B3DN9Z4D8,3.8,4.4,4,16,80,71.875,7.375,50,6.25,0,1.25,33.33333333,6.25,6,0.95,5.556,80.62,6.4,0,5.7,5.62,7,6.4,6,4.17,2,3,Think of your product like a pie chart of the value you are giving the consumer.
6161,3UV0D2KX1LIK6ECDW1XWSB6YZMF4FJ,3.4,4.6,3.8,11,65,59.09090909,3.090909091,72.72727273,8.333333333,18.18181818,1.363636364,28.57142857,8.333333333,5.2,0.81,5.8359,77.23,8.04,0,7.6,9.49,5.5,8.49,8,3.953636364,3,4,thi problem is that i cannot record from the built-in microphone.
6162,3RDTX9JRTX08OR3JVDVBLR4XNQA79E,5.4,5.6,4.4,21,142,66.66666667,6.142857143,71.42857143,13.04347826,4.761904762,1.619047619,7.142857143,13.04347826,11.5,1.79,6.6761,50.16,10.3,0,16.4,15.03,11.5,12.95,12,7.076190476,0,1,"Thirty people were hurt, with 11 suffering minor injuries after the first-floor timber balcony came crashing down at 8.30pm, PerthNow reports."
6163,3YKP7CX6G1ERCKIGTX97CXZNBQD7BO,3,3.6,3,10,54,35,8.3,50,0,0,1.2,12.5,0,2.5,0.66,5.4964,95.17,4,0,4.8,6.76,4,7.29,4,3.969,2,7,This allows you to drag windows around and close them.
6164,3NBFJK3IOGHUO7IQQ5INOUCFHSEOGB,5.4,5.6,4.4,12,74,91.66666667,2.833333333,66.66666667,25,0,1.75,22.22222222,25,10.3,0.93,5.7331,42.38,11.47,0,9.3,11.82,7,10.81,11,4.681,0,4,This animus causes conservative women all sorts of grief with other women.
6165,3XDSWAMB21RKS7F13WE8N8M0Y15CQY,5.2,5.6,2.6,31,188,79.03225806,4.032258065,70.96774194,6.451612903,9.677419355,1.387096774,50,6.451612903,7,2.32,7.1398,72.66,7.49,0,10.3,10.67,7.25,10.01,7,4.689016129,3,5,"""This area is not real conducive to the occult,"" said the Rev. Adam Taubert, pastor of First Baptist Church in nearby Hoopeston, where the Witch School operated before moving to Rossville."
6166,3W1K7D6QSAGAWUOMCS1Q3HSMLJPZB7,5.2,5.2,4.6,35,235,72.85714286,6.085714286,68.57142857,2.631578947,2.857142857,1.6,15,2.631578947,16.9,2.95,6.4561,35.95,19.71,0,23.1,14.98,22.5,11.69,12,7.985428571,0,1,"""This attack was about street culture, and the need to change that mind-set,"" said Jay Leonhardy, a nationally recognized community organizer who heads Richmond's Youth Works, which steers at-risk kids into work and education programs."
6167,3OREP8RUT1AA5DTHM0D1IACGATVBGU,2,2.8,5.6,12,63,79.16666667,4.5,50,0,8.333333333,1.25,0,0,4.4,0.76,5.7026,84.68,8.13,0,5,6.48,6,8.18,6,3.964333333,0,7,This bitch is puckering like Squinty with a lemon in her mouth.
6168,31KSVEGZ33RTI606X2394S38M3OWRR,4.4,5.2,4.2,45,265,56.66666667,5.533333333,66.66666667,4.081632653,4.444444444,1.533333333,11.11111111,4.081632653,19.7,3.25,6.8624,34.26,21.56,0,24.2,10.93,26.5,10.43,11,8.904,1,2,"This card also has a wireless b/g functionality, and you would be able to use ndiswrapper with the windows driver definition (I believe it's a Broadcom based chipset, but I already have built-in wireless on my laptop so getting this working hasn't been a priority)."
6169,3VZYA8PITNXB5T1N7OXLUWP8TGL50L,2.8,5.2,4,25,140,78,5.52,52,15.38461538,0,1.4,17.39130435,15.38461538,10.7,1.7,5.578,63.02,11.6,0,12.9,8.54,14.5,9.3,9,6.084,1,3,"This, combined with ties to an online service and the fact that this, unlike almost any other similar app, is free, make it a must-download."
6170,3UXQ63NLA9LQR57IXRAHV2HO6AHBL0,4.8,5.2,2.6,15,69,60,6.333333333,60,6.666666667,0,1.2,23.07692308,6.666666667,4.4,0.81,6.3552,90.09,6,0,3.4,2.6,6.5,9.64,3,4.100666667,0,8,"This did indeed force X to see the module, but a new error sprung up:"
6171,3JYPJ2TAYH76V7YWULPKV9HTQIBFPL,2.8,3,3.6,8,35,37.5,8.625,62.5,12.5,0,1,9.090909091,12.5,-0.8,0.41,5.8119,114.12,3.2,0,-1,-0.05,3,0.4,0,1.967,0,8,This did not sound very good to me.
6172,3TUOHPJXYGWDF2MI6191TAPWNK9WXN,4.8,5,4.6,28,135,67.85714286,5,53.57142857,7.142857143,0,1.142857143,8.333333333,7.142857143,8.3,1.59,7.0034,85.36,11.2,0,10.8,5.17,14,7.84,8,5.708428571,1,5,This drives people to Amazon or iTunes to buy the track but in the not too distant future it could be the start of much more than that.
6173,3EN4YVUOUBRR9IMJZ2QM4KVOLO0JXF,5.4,5.4,4.6,40,274,76.25,4.075,72.5,10,0,1.775,11.11111111,10,21.3,3.45,7.2815,13.96,24,0,26.3,17.13,30,13.12,13,9.274,3,0,"This field of scientific inquiry has grown by leaps and bounds since 2005, when Hurricane Katrina lashed the northern Gulf Coast and Massachusetts Institute of Technology hurricane scientist Kerry Emanuel published a paper linking climate change to more powerful hurricanes."
6174,39XCQ6V3KX36J4N29DD23XZZ6J756M,3.8,5.2,4.2,14,80,67.85714286,3.785714286,50,7.142857143,7.142857143,1.428571429,0,7.142857143,6.4,0.98,5.743,74.19,8.46,0,8.1,9.45,7,11.1,7,4.655857143,0,8,This fixed wireless on my Cisco Aironet 350 and eliminated the hang during boot.
6175,3TC2K6WK9F11OLN3K982P4SES46284,3.8,5,3.6,28,156,57.14285714,5.607142857,71.42857143,10.71428571,0,1.321428571,16,10.71428571,10.7,1.9,6.1347,68.44,11.2,0,14.3,8.71,15,8.41,9,6.015571429,0,0,"This 'good bank', which will offer savings and mortgages, will also have branches on the High Street and will be sold to private owners as soon as possible."
6176,3T5ZXGO9DDNX00QBVAYGY6NL7JQZQJ,5.4,6.4,3.4,39,248,85.8974359,4.564102564,64.1025641,14.63414634,7.692307692,1.58974359,16.66666667,14.63414634,18.5,3.08,6.7119,31.89,21.75,0,23.4,13.53,27.5,11.64,12,8.102102564,3,7,"""This has been a big fight among Republicans over the past few weeks, with prominent Republicans such as Sarah Palin and Tim Pawlenty coming out in favor of the third-party candidate Hoffman, and Newt Gingrich supporting the GOP-backed Scozzafava."""
6177,3VQTAXTYN2KTAVUC652IMPD7J1ABUU,3.6,4,3.2,12,61,25,4.25,58.33333333,0,8.333333333,1.25,14.28571429,0,4.4,0.73,5.9266,84.68,4.8,0,4.2,4.57,5,6.86,5,3.964333333,1,2,"This hasn't been posted on for awhile, but I just noticed it."
6178,3HXK2V1N4JEGH0TL37KQHH9CGNJG2Y,3,4.6,4.8,23,136,84.7826087,3,52.17391304,16,0,1.391304348,6.666666667,16,9.9,1.67,6.2654,65.05,14.42,0,13.4,9.75,14.5,12.33,10,5.951565217,3,7,"This has seemed to ""cure"" many outstanding issues with the installation from the original kernel, both in PPC and in e.g., 64-bit users."
6179,386659BNTKGCHB0461V9R6CRH0G01Y,4.2,5,3.4,10,56,90,4,60,10,0,1.6,150,10,7.2,0.69,6.0737,61.33,12,0,5.7,7.92,6,10.45,8,5.689,3,5,This howl is the future evolution of the media industry.
6180,356TQKY9XEW8AMK9QLPXLV9M3KS87Q,2.2,2.4,4.2,8,35,75,6.125,25,0,0,1,0,0,-0.8,0.41,5.5856,114.12,3.2,0,-1,-1.5,3,6.01,-2,1.967,3,8,"""This hurts the work of all of us."""
6181,37M4O367VIH8878UWTKJSTWLWJM5MW,4.4,3.6,4.2,29,159,68.96551724,5.517241379,55.17241379,6.666666667,0,1.413793103,23.33333333,6.666666667,12.2,1.92,6.7021,58.96,15.74,0,14.4,8.31,18.5,9.43,10,6.410758621,3,6,"""This idea of setting up on a scale of ten the purity function, and looking for those that are nine-plus is unlikely really to yield much leadership,"" he said."
6182,36U4VBVNQNCGQ2B122O8M4IB1NDRUN,4.4,5,3.8,16,103,90.625,5,50,5.882352941,0,1.625,16.66666667,5.882352941,9.5,1.29,5.4592,55.24,13.9,0,12.5,13.63,11,11.34,14,5.7825,3,6,This in a district in which Democrats have an 18-point advantage over Republicans in registered voters.
